date,period,value
2020-04-25,2020-03-31,1818382000.0
2020-08-29,2020-06-30,12299347000.0
2020-10-31,2020-09-30,18079536000.0
2021-03-31,2020-12-31,20086704000.0
2021-04-30,2021-03-31,355837000.0
2021-08-31,2021-06-30,1612808000.0
2021-10-30,2021-09-30,2586049000.0
2022-03-26,2021-12-31,3949611000.0
2022-04-30,2022-03-31,1153407000.0
2022-08-27,2022-06-30,1375490000.0
2022-10-29,2022-09-30,2581385000.0
2023-04-01,2022-12-31,914372000.0
2023-04-29,2023-03-31,8619654000.0
2023-08-31,2023-06-30,10769237000.0
2023-10-27,2023-09-30,2510409000.0
2024-03-29,2023-12-31,14766888000.0
2024-04-30,2024-03-31,2959275000.0
2024-08-29,2024-06-30,158345000.0
2024-10-29,2024-09-30,69365000.0
2026-03-27,2025-12-31,1412390000.0
