date,period,value
2020-04-25,2020-03-31,10632319000.0
2020-08-29,2020-06-30,50980065000.0
2020-10-31,2020-09-30,57748081000.0
2021-03-31,2020-12-31,60040596000.0
2021-04-30,2021-03-31,2734469000.0
2021-08-31,2021-06-30,23379478000.0
2021-10-30,2021-09-30,20873755000.0
2022-03-26,2021-12-31,41293439000.0
2022-08-27,2022-06-30,18667655000.0
2022-10-29,2022-09-30,20663535000.0
2023-04-01,2022-12-31,27890830000.0
2023-04-29,2023-03-31,16380168000.0
2023-08-31,2023-06-30,28705019000.0
2023-10-27,2023-09-30,37899308000.0
2024-03-29,2023-12-31,44715083000.0
2024-04-30,2024-03-31,9307978000.0
2024-08-29,2024-06-30,42601038000.0
2024-10-29,2024-09-30,58004497000.0
2025-03-27,2024-12-31,56063823000.0
2025-04-29,2025-03-31,18353732000.0
2025-08-29,2025-06-30,38840622000.0
2025-10-29,2025-09-30,56858330000.0
2026-03-27,2025-12-31,86435005000.0
