date,period,value
2020-11-09,2020-06-30,5625520.0
2021-03-05,2020-12-31,5518080.0
2022-04-24,2021-12-31,74515000.0
2022-07-28,2022-03-31,200725000.0
2022-08-30,2022-06-30,250725000.0
2022-10-25,2021-09-30,32427000.0
2022-10-25,2022-09-30,797927960.0
2023-04-28,2022-12-31,857927960.0
2023-08-10,2023-06-30,50000000.0
2023-10-30,2023-09-30,50000000.0
2024-04-25,2023-12-31,86000000.0
2024-04-25,2024-03-31,100000000.0
2024-08-19,2024-06-30,300000000.0
2024-10-28,2024-09-30,736000000.0
2025-04-25,2024-12-31,786000000.0
2025-04-25,2025-03-31,507673000.0
2025-08-19,2025-06-30,557705262.4
2025-10-28,2025-09-30,785499481.0
2026-03-25,2025-12-31,949432000.0
