date,period,value
2020-12-25,2020-06-30,6
2021-05-27,2020-12-31,12
2021-11-03,2020-09-30,9
2021-11-03,2021-06-30,6
2021-11-03,2021-09-30,9
2022-04-21,2021-03-31,1
2022-04-21,2021-12-31,12
2022-04-21,2022-03-31,1
2022-08-25,2022-06-30,6
2022-10-27,2022-09-30,9
2023-03-22,2022-12-31,12
2023-04-26,2023-03-31,1
2023-08-26,2023-06-30,6
2023-10-28,2023-09-30,9
2024-04-27,2023-12-31,12
2024-04-27,2024-03-31,1
2024-08-24,2024-06-30,6
2024-10-26,2024-09-30,9
2025-04-26,2024-12-31,12
2025-04-26,2025-03-31,1
2025-08-26,2025-06-30,6
2025-10-28,2025-09-30,9
2026-03-21,2025-12-31,12
